unit,cycle,op_setting_1,op_setting_2,op_setting_3,s1_vibration,s2_temp,s3_pressure,s4_acoustic,s5_flow,s6_current,s7_voltage,s8_misc,failure_flag,failure_mode,RUL
9,38,0.663,0.355,234.04,0.8579,60.205,32.28,43.871,99.422,0.374,493.083,0.081,0,none,26
9,39,0.663,0.355,234.04,0.881,60.385,31.995,43.792,99.628,0.3827,501.598,0.884,0,none,25
9,40,0.663,0.355,234.04,0.9331,61.573,32.703,43.765,99.571,0.3975,502.979,0.372,0,none,24
9,41,0.663,0.355,234.04,0.8952,61.416,32.166,44.222,98.467,0.408,501.509,0.424,0,none,23
9,42,0.663,0.355,234.04,0.9235,60.989,31.679,43.912,97.1,0.427,498.735,0.569,0,none,22
9,43,0.663,0.355,234.04,0.9439,61.151,31.229,43.346,99.607,0.44,506.967,0.805,0,none,21
9,44,0.663,0.355,234.04,0.9542,60.714,31.498,44.338,99.431,0.4345,509.7,0.749,0,none,20
9,45,0.663,0.355,234.04,0.9765,60.197,31.0,44.132,98.585,0.4522,505.047,0.483,0,none,19
9,46,0.663,0.355,234.04,0.9431,60.478,29.669,44.63,100.95,0.4499,504.24,0.447,0,none,18
9,47,0.663,0.355,234.04,0.9647,60.772,30.338,44.931,98.821,0.4717,503.358,0.731,0,none,17
9,48,0.663,0.355,234.04,1.0106,60.03,29.911,44.514,100.197,0.4901,497.252,0.597,0,none,16
9,49,0.663,0.355,234.04,0.9781,59.785,29.143,45.357,100.538,0.4943,498.6,0.165,0,none,15
9,50,0.663,0.355,234.04,0.9744,61.157,29.463,44.416,100.521,0.5063,490.616,0.858,0,none,14
9,51,0.663,0.355,234.04,0.9954,61.965,28.615,45.484,99.392,0.5136,501.556,0.564,0,none,13
9,52,0.663,0.355,234.04,0.9822,60.465,28.448,45.929,98.504,0.5208,500.62,0.592,0,none,12
9,53,0.663,0.355,234.04,1.0414,60.535,28.563,46.12,103.152,0.5188,501.214,0.198,0,none,11
9,54,0.663,0.355,234.04,0.9984,60.819,28.19,45.337,99.174,0.5324,509.662,0.277,0,none,10
9,55,0.663,0.355,234.04,1.0105,61.476,27.38,45.514,97.922,0.5468,508.217,0.485,0,none,9
9,56,0.663,0.355,234.04,1.0672,62.315,28.155,45.55,98.404,0.5524,499.366,0.106,0,none,8
9,57,0.663,0.355,234.04,1.1102,61.457,28.168,44.997,99.015,0.572,499.605,0.844,0,none,7
9,58,0.663,0.355,234.04,1.1684,60.9,27.88,47.769,99.448,0.5968,509.219,0.332,0,none,6
9,59,0.663,0.355,234.04,1.2264,61.021,28.379,47.77,101.599,0.598,504.311,0.456,0,none,5
9,60,0.663,0.355,234.04,1.2717,62.51,28.893,47.518,98.845,0.6087,499.848,0.61,0,none,4
9,61,0.663,0.355,234.04,1.3277,62.37,29.563,47.892,100.701,0.6381,499.478,0.603,0,none,3
9,62,0.663,0.355,234.04,1.4279,62.858,29.507,48.262,100.71,0.6222,494.949,0.766,0,none,2
9,63,0.663,0.355,234.04,1.4992,63.141,30.292,48.44,99.049,0.6332,495.042,0.909,0,none,1
9,64,0.663,0.355,234.04,1.5273,64.162,30.801,47.943,99.424,0.6384,508.099,0.226,1,wear,0
10,1,0.671,0.729,132.68,0.5011,60.077,30.288,39.096,99.612,0.0069,503.168,0.426,0,none,43
10,2,0.671,0.729,132.68,0.506,59.858,30.794,40.171,99.495,0.0208,500.327,0.087,0,none,42
10,3,0.671,0.729,132.68,0.5472,60.1,31.471,40.106,98.901,0.0442,499.433,0.332,0,none,41
10,4,0.671,0.729,132.68,0.5444,60.589,31.666,40.725,100.811,0.0384,496.876,0.283,0,none,40
10,5,0.671,0.729,132.68,0.577,60.543,31.664,40.622,99.706,0.0636,498.998,0.948,0,none,39
10,6,0.671,0.729,132.68,0.5646,59.782,31.536,40.306,101.418,0.0492,510.584,0.742,0,none,38
10,7,0.671,0.729,132.68,0.5651,59.195,31.834,40.18,99.392,0.0686,504.789,0.152,0,none,37
10,8,0.671,0.729,132.68,0.5842,61.002,32.299,41.649,99.319,0.0814,486.897,0.007,0,none,36
10,9,0.671,0.729,132.68,0.6114,60.816,31.914,40.706,99.944,0.0934,504.457,0.717,0,none,35
10,10,0.671,0.729,132.68,0.6001,60.869,31.929,40.935,101.105,0.0764,497.425,0.967,0,none,34
10,11,0.671,0.729,132.68,0.5997,60.342,31.599,41.664,100.086,0.1025,504.951,0.204,0,none,33
10,12,0.671,0.729,132.68,0.6157,60.352,31.73,40.269,100.112,0.1315,499.51,0.305,0,none,32
10,13,0.671,0.729,132.68,0.6241,60.137,31.327,40.944,98.457,0.1284,497.579,0.94,0,none,31
10,14,0.671,0.729,132.68,0.6207,59.615,30.652,41.351,100.976,0.1303,504.912,0.184,0,none,30
10,15,0.671,0.729,132.68,0.6404,60.48,30.987,41.142,99.583,0.1494,501.979,0.433,0,none,29
10,16,0.671,0.729,132.68,0.6653,59.466,30.675,42.047,99.745,0.1569,503.673,0.615,0,none,28
10,17,0.671,0.729,132.68,0.6098,60.626,29.562,41.155,99.014,0.1603,500.553,0.083,0,none,27
10,18,0.671,0.729,132.68,0.6675,60.257,28.763,40.948,100.074,0.1742,498.71,0.303,0,none,26
10,19,0.671,0.729,132.68,0.706,59.45,28.79,42.179,101.857,0.1852,501.622,0.533,0,none,25
10,20,0.671,0.729,132.68,0.6639,59.812,28.386,43.256,99.959,0.2024,492.394,0.695,0,none,24
10,21,0.671,0.729,132.68,0.7155,60.424,27.786,42.778,99.389,0.215,492.185,0.432,0,none,23
10,22,0.671,0.729,132.68,0.6964,60.398,28.55,42.378,101.366,0.2307,497.266,0.238,0,none,22
10,23,0.671,0.729,132.68,0.7305,59.688,28.062,43.398,100.493,0.2294,505.377,0.139,0,none,21
10,24,0.671,0.729,132.68,0.7442,61.009,28.067,43.216,100.622,0.2324,498.811,0.458,0,none,20
10,25,0.671,0.729,132.68,0.77,60.357,28.31,42.354,99.94,0.2549,501.454,0.688,0,none,19
10,26,0.671,0.729,132.68,0.7201,60.99,27.963,41.813,98.779,0.259,490.029,0.321,0,none,18
10,27,0.671,0.729,132.68,0.758,60.057,28.434,42.882,102.093,0.2549,505.797,0.607,0,none,17
10,28,0.671,0.729,132.68,0.7995,60.691,28.554,42.873,99.342,0.2718,503.416,0.842,0,none,16
10,29,0.671,0.729,132.68,0.7603,60.476,29.433,42.136,98.945,0.2913,495.077,0.214,0,none,15
10,30,0.671,0.729,132.68,0.7841,61.425,29.226,42.707,98.76,0.3029,499.664,0.955,0,none,14
10,31,0.671,0.729,132.68,0.7974,60.986,29.775,42.868,100.044,0.2925,502.474,0.845,0,none,13
10,32,0.671,0.729,132.68,0.8277,61.337,29.92,43.002,99.831,0.3028,495.419,0.693,0,none,12
10,33,0.671,0.729,132.68,0.8147,61.178,30.444,43.75,101.699,0.326,503.407,0.61,0,none,11
10,34,0.671,0.729,132.68,0.8169,60.891,31.455,43.3,98.233,0.3486,490.981,0.889,0,none,10
10,35,0.671,0.729,132.68,0.889,61.213,31.118,43.514,99.953,0.3342,495.298,0.504,0,none,9
10,36,0.671,0.729,132.68,0.8488,60.143,31.334,43.05,99.892,0.354,501.59,0.776,0,none,8
10,37,0.671,0.729,132.68,0.8818,61.08,31.89,43.288,100.277,0.382,497.017,0.529,0,none,7
10,38,0.671,0.729,132.68,0.922,60.808,31.839,43.738,99.195,0.384,490.958,0.133,0,none,6
10,39,0.671,0.729,132.68,0.9099,61.103,31.286,44.921,100.295,0.3822,500.786,0.626,0,none,5
10,40,0.671,0.729,132.68,0.9035,60.597,31.794,44.288,99.851,0.4112,501.849,0.71,0,none,4
10,41,0.671,0.729,132.68,0.9165,60.554,32.133,43.421,99.099,0.4004,505.4,0.836,0,none,3
10,42,0.671,0.729,132.68,0.9389,61.505,32.106,44.376,99.128,0.4146,499.642,0.362,0,none,2
10,43,0.671,0.729,132.68,0.9408,61.298,31.268,44.269,98.942,0.405,501.002,0.312,0,none,1
10,44,0.671,0.729,132.68,0.9522,60.506,31.183,44.366,100.23,0.4181,498.325,0.683,0,none,0
11,1,1.057,0.685,268.57,0.5351,60.493,30.127,39.534,100.35,0.0016,500.512,0.87,0,none,63
11,2,1.057,0.685,268.57,0.5103,59.977,31.069,39.799,99.923,0.03,502.647,0.245,0,none,62
11,3,1.057,0.685,268.57,0.5535,59.924,31.027,40.55,98.643,0.0322,502.759,0.049,0,none,61
11,4,1.057,0.685,268.57,0.5536,59.974,31.788,40.698,97.976,0.042,498.404,0.582,0,none,60
11,5,1.057,0.685,268.57,0.5401,59.851,32.028,40.648,101.268,0.0529,494.214,0.596,0,none,59
11,6,1.057,0.685,268.57,0.5333,60.494,32.284,41.379,100.52,0.0494,503.15,0.352,0,none,58
11,7,1.057,0.685,268.57,0.587,60.349,32.003,40.894,100.323,0.0828,506.475,0.703,0,none,57
11,8,1.057,0.685,268.57,0.5909,60.479,32.134,41.249,98.632,0.082,499.595,0.033,0,none,56
11,9,1.057,0.685,268.57,0.5661,60.323,31.694,41.177,99.966,0.0741,502.103,0.501,0,none,55
11,10,1.057,0.685,268.57,0.5884,59.582,32.021,41.236,99.117,0.1147,502.696,0.309,0,none,54
11,11,1.057,0.685,268.57,0.5666,59.623,31.329,40.424,98.416,0.1141,498.93,0.896,0,none,53
11,12,1.057,0.685,268.57,0.6276,60.387,31.128,41.175,100.489,0.1215,501.902,0.302,0,none,52
11,13,1.057,0.685,268.57,0.6182,59.792,30.978,40.844,99.583,0.1334,501.742,0.197,0,none,51
11,14,1.057,0.685,268.57,0.622,60.953,30.292,42.386,100.415,0.1503,507.335,0.266,0,none,50
11,15,1.057,0.685,268.57,0.6489,60.025,30.333,41.973,100.501,0.1412,503.712,0.107,0,none,49
11,16,1.057,0.685,268.57,0.6472,60.384,29.909,42.362,98.634,0.1428,490.334,0.31,0,none,48
11,17,1.057,0.685,268.57,0.6774,60.632,29.459,41.671,100.411,0.1677,506.966,0.257,0,none,47
11,18,1.057,0.685,268.57,0.6968,61.085,28.687,41.939,99.695,0.187,493.917,0.405,0,none,46
11,19,1.057,0.685,268.57,0.6721,60.49,29.014,41.615,100.852,0.1777,507.261,0.136,0,none,45
11,20,1.057,0.685,268.57,0.7003,60.147,28.232,41.858,99.501,0.1955,505.827,0.088,0,none,44
11,21,1.057,0.685,268.57,0.6865,61.33,28.087,42.516,100.209,0.2002,499.97,0.843,0,none,43
11,22,1.057,0.685,268.57,0.7357,61.328,27.959,41.815,100.547,0.2336,493.106,0.071,0,none,42
11,23,1.057,0.685,268.57,0.7409,59.374,28.01,42.379,99.722,0.2429,502.109,0.887,0,none,41
11,24,1.057,0.685,268.57,0.7662,61.345,27.565,41.818,101.832,0.2327,496.651,0.736,0,none,40
11,25,1.057,0.685,268.57,0.7514,59.49,28.515,42.244,100.056,0.2469,505.73,0.007,0,none,39
11,26,1.057,0.685,268.57,0.7032,61.347,28.057,43.434,99.589,0.2667,497.137,0.588,0,none,38
11,27,1.057,0.685,268.57,0.7567,60.174,28.783,42.913,98.455,0.2646,501.932,0.448,0,none,37
11,28,1.057,0.685,268.57,0.7968,59.837,28.72,42.068,101.315,0.2799,500.891,0.486,0,none,36
11,29,1.057,0.685,268.57,0.8063,60.644,29.003,43.595,100.637,0.3062,493.036,0.464,0,none,35
11,30,1.057,0.685,268.57,0.7993,60.741,29.389,43.184,99.866,0.3222,502.784,0.543,0,none,34
11,31,1.057,0.685,268.57,0.8037,60.149,29.908,42.699,101.482,0.3072,497.172,0.406,0,none,33
11,32,1.057,0.685,268.57,0.8106,60.739,30.353,43.479,97.378,0.3077,504.788,0.586,0,none,32
11,33,1.057,0.685,268.57,0.8396,60.132,30.87,42.819,100.693,0.3411,504.307,0.079,0,none,31
11,34,1.057,0.685,268.57,0.845,60.093,30.752,43.849,101.13,0.3333,496.281,0.281,0,none,30
11,35,1.057,0.685,268.57,0.8211,60.459,31.289,43.622,100.951,0.3553,499.046,0.79,0,none,29
11,36,1.057,0.685,268.57,0.856,60.478,31.624,42.852,100.959,0.3729,496.872,0.811,0,none,28
11,37,1.057,0.685,268.57,0.8815,60.676,32.219,43.458,100.955,0.3696,496.958,0.805,0,none,27
11,38,1.057,0.685,268.57,0.8919,60.528,32.167,43.863,98.822,0.3987,504.89,0.017,0,none,26
11,39,1.057,0.685,268.57,0.9045,60.836,32.299,44.159,100.026,0.387,499.595,0.072,0,none,25
11,40,1.057,0.685,268.57,0.8366,60.817,32.578,43.956,101.589,0.4041,495.191,0.172,0,none,24
11,41,1.057,0.685,268.57,0.9158,61.299,31.644,44.117,98.635,0.417,502.594,0.979,0,none,23
11,42,1.057,0.685,268.57,0.9299,59.29,31.748,43.923,100.382,0.44,510.139,0.089,0,none,22
11,43,1.057,0.685,268.57,0.9521,60.732,31.398,44.097,99.465,0.4329,492.514,0.789,0,none,21
11,44,1.057,0.685,268.57,0.9656,61.211,30.79,44.791,99.034,0.4426,505.116,0.127,0,none,20
11,45,1.057,0.685,268.57,0.9263,60.774,31.133,44.898,100.015,0.4403,503.228,0.536,0,none,19
11,46,1.057,0.685,268.57,0.9604,61.459,30.347,42.962,99.182,0.4721,499.831,0.832,0,none,18
11,47,1.057,0.685,268.57,0.9362,60.451,30.876,44.547,100.731,0.4635,489.548,0.107,0,none,17
11,48,1.057,0.685,268.57,0.9766,60.518,29.495,43.854,99.614,0.4795,499.318,0.544,0,none,16
11,49,1.057,0.685,268.57,0.949,61.35,29.419,44.871,98.605,0.4829,498.686,0.76,0,none,15
11,50,1.057,0.685,268.57,0.9681,61.331,28.633,44.972,99.664,0.4932,505.777,0.564,0,none,14
11,51,1.057,0.685,268.57,1.0232,60.618,28.692,44.976,101.32,0.5013,503.138,0.127,0,none,13
11,52,1.057,0.685,268.57,1.0144,61.026,27.946,45.54,99.801,0.5029,501.662,0.702,0,none,12
11,53,1.057,0.685,268.57,1.0474,60.467,28.331,45.61,98.089,0.5309,497.658,0.376,0,none,11
11,54,1.057,0.685,268.57,1.0248,61.204,28.519,45.301,99.118,0.5419,502.946,0.802,0,none,10
11,55,1.057,0.685,268.57,1.0064,60.835,27.831,45.74,97.375,0.5755,502.655,0.58,0,none,9
11,56,1.057,0.685,268.57,1.063,60.802,28.059,45.261,100.416,0.5572,501.344,0.301,0,none,8
11,57,1.057,0.685,268.57,1.1063,60.465,28.139,44.858,100.191,0.5696,500.735,0.055,0,none,7
11,58,1.057,0.685,268.57,1.1696,61.182,28.731,49.097,101.138,0.5755,497.533,0.319,0,none,6
11,59,1.057,0.685,268.57,1.2132,61.396,28.409,48.384,100.994,0.6037,495.738,0.243,0,none,5
11,60,1.057,0.685,268.57,1.3095,61.488,29.077,48.101,99.577,0.6075,499.13,0.65,0,none,4
11,61,1.057,0.685,268.57,1.3436,61.61,29.113,48.038,98.936,0.6099,491.557,0.773,0,none,3
11,62,1.057,0.685,268.57,1.3976,62.524,29.782,47.512,98.549,0.6238,497.775,0.707,0,none,2
11,63,1.057,0.685,268.57,1.4701,62.683,30.148,47.888,99.482,0.6433,504.136,0.554,0,none,1
11,64,1.057,0.685,268.57,1.5432,63.569,30.124,48.61,101.002,0.6489,501.83,0.894,1,electrical,0
12,1,0.901,0.066,282.63,0.5433,60.173,30.574,40.807,100.447,0.005,497.757,0.464,0,none,42
12,2,0.901,0.066,282.63,0.5248,59.789,30.477,40.174,99.753,0.0415,504.473,0.663,0,none,41
12,3,0.901,0.066,282.63,0.5208,60.332,31.13,40.915,100.983,0.016,502.936,0.066,0,none,40
12,4,0.901,0.066,282.63,0.5359,61.183,31.795,39.77,100.787,0.0502,497.983,0.195,0,none,39
12,5,0.901,0.066,282.63,0.5548,60.727,31.92,40.985,100.327,0.0361,499.022,0.967,0,none,38
12,6,0.901,0.066,282.63,0.5812,59.553,31.819,40.862,99.872,0.068,498.039,0.881,0,none,37
12,7,0.901,0.066,282.63,0.5569,60.022,31.689,41.26,99.706,0.0845,507.644,0.382,0,none,36
12,8,0.901,0.066,282.63,0.5784,59.124,31.714,41.02,97.755,0.0749,505.704,0.524,0,none,35
12,9,0.901,0.066,282.63,0.566,60.624,32.034,40.826,100.565,0.1064,498.895,0.618,0,none,34
12,10,0.901,0.066,282.63,0.6014,61.707,32.007,40.666,99.775,0.0912,487.977,0.053,0,none,33
12,11,0.901,0.066,282.63,0.6242,61.776,31.859,40.676,99.576,0.1055,491.022,0.247,0,none,32
12,12,0.901,0.066,282.63,0.6134,60.912,31.739,41.044,101.228,0.1183,498.367,0.98,0,none,31
12,13,0.901,0.066,282.63,0.662,60.627,31.034,41.181,100.077,0.1249,489.476,0.945,0,none,30
12,14,0.901,0.066,282.63,0.6808,60.043,30.727,40.603,99.79,0.1153,491.621,0.582,0,none,29
12,15,0.901,0.066,282.63,0.6294,60.08,30.669,41.507,98.764,0.1625,503.655,0.968,0,none,28
12,16,0.901,0.066,282.63,0.6708,60.436,30.154,41.365,100.03,0.1574,491.933,0.629,0,none,27
12,17,0.901,0.066,282.63,0.7025,60.532,29.639,40.854,99.83,0.1619,504.14,0.991,0,none,26
12,18,0.901,0.066,282.63,0.7014,60.353,28.575,41.468,98.094,0.1843,504.158,0.882,0,none,25
12,19,0.901,0.066,282.63,0.6968,60.244,28.411,41.339,100.709,0.1902,499.307,0.857,0,none,24
12,20,0.901,0.066,282.63,0.6915,59.765,28.355,41.049,98.75,0.2014,501.134,0.505,0,none,23
12,21,0.901,0.066,282.63,0.7096,60.565,27.903,41.99,100.61,0.1944,501.004,0.882,0,none,22
12,22,0.901,0.066,282.63,0.722,61.212,28.122,43.071,102.054,0.2027,501.107,0.021,0,none,21
12,23,0.901,0.066,282.63,0.7491,61.622,28.008,42.553,100.085,0.2229,490.896,0.907,0,none,20
12,24,0.901,0.066,282.63,0.7259,60.706,27.645,42.15,99.897,0.2272,495.849,0.686,0,none,19
12,25,0.901,0.066,282.63,0.7347,60.534,28.391,42.751,100.248,0.2508,502.001,0.517,0,none,18
12,26,0.901,0.066,282.63,0.814,60.558,27.926,42.723,99.005,0.2834,498.33,0.01,0,none,17
12,27,0.901,0.066,282.63,0.8692,59.838,28.414,44.96,101.673,0.2641,492.088,0.411,0,none,16
12,28,0.901,0.066,282.63,0.9463,60.397,28.456,44.475,100.61,0.2795,495.852,0.01,0,none,15
12,29,0.901,0.066,282.63,0.993,61.129,29.202,45.322,100.393,0.2945,492.089,0.845,0,none,14
12,30,0.901,0.066,282.63,1.051,61.378,29.274,45.316,99.377,0.2958,505.29,0.842,0,none,13
12,31,0.901,0.066,282.63,1.1282,62.182,29.797,44.994,100.747,0.3133,511.379,0.188,0,none,12
12,32,0.901,0.066,282.63,1.153,62.62,29.707,45.26,99.163,0.3083,500.046,0.442,0,none,11
12,33,0.901,0.066,282.63,1.2355,62.123,30.595,45.308,100.795,0.3397,497.482,0.755,1,wear,10
12,34,0.901,0.066,282.63,1.287,63.184,30.822,44.826,100.256,0.3537,495.005,0.56,1,wear,9
12,35,0.901,0.066,282.63,1.324,63.273,31.277,45.508,100.219,0.3455,498.997,0.37,1,wear,8
12,36,0.901,0.066,282.63,1.4174,65.216,31.641,45.727,99.378,0.352,487.725,0.049,1,wear,7
12,37,0.901,0.066,282.63,1.4811,64.944,31.243,45.486,101.029,0.3666,495.768,0.118,1,wear,6
12,38,0.901,0.066,282.63,1.5485,65.892,31.889,46.3,102.437,0.3629,506.149,0.807,1,wear,5
12,39,0.901,0.066,282.63,1.5695,66.311,32.029,45.361,99.825,0.394,501.802,0.248,1,wear,4
12,40,0.901,0.066,282.63,1.6601,66.378,32.171,46.015,97.671,0.3943,501.674,0.406,1,wear,3
12,41,0.901,0.066,282.63,1.7687,66.783,31.753,46.308,100.6,0.4196,509.038,0.412,1,wear,2
12,42,0.901,0.066,282.63,1.7801,68.039,31.448,47.306,100.392,0.4268,498.653,0.587,1,wear,1
12,43,0.901,0.066,282.63,1.828,67.939,31.694,46.627,100.972,0.4299,497.001,0.899,1,wear,0
13,1,0.815,0.655,179.13,0.4788,60.175,30.596,39.9,100.816,0.0045,496.625,0.418,0,none,75
13,2,0.815,0.655,179.13,0.5036,59.473,30.655,39.831,98.373,0.0402,506.263,0.894,0,none,74
13,3,0.815,0.655,179.13,0.5144,59.677,31.48,39.971,100.462,0.0264,495.656,0.808,0,none,73
13,4,0.815,0.655,179.13,0.5133,60.442,31.822,41.694,98.8,0.047,497.951,0.694,0,none,72
13,5,0.815,0.655,179.13,0.5657,60.405,31.059,40.839,98.92,0.0528,506.787,0.741,0,none,71
13,6,0.815,0.655,179.13,0.5357,60.802,31.683,41.055,101.574,0.0646,492.519,0.459,0,none,70
13,7,0.815,0.655,179.13,0.5516,61.147,32.14,41.082,99.02,0.0728,501.288,0.415,0,none,69
13,8,0.815,0.655,179.13,0.5774,59.734,31.771,40.311,99.728,0.0923,495.975,0.337,0,none,68
13,9,0.815,0.655,179.13,0.5938,60.09,32.359,40.408,99.549,0.0965,500.466,0.004,0,none,67
13,10,0.815,0.655,179.13,0.6217,60.305,31.878,40.995,99.482,0.1022,502.378,0.304,0,none,66
13,11,0.815,0.655,179.13,0.5751,60.833,31.562,40.597,99.024,0.107,498.496,0.285,0,none,65
13,12,0.815,0.655,179.13,0.6131,60.625,31.035,41.414,98.298,0.1144,498.353,0.989,0,none,64
13,13,0.815,0.655,179.13,0.6635,60.181,30.885,41.61,96.418,0.1414,495.437,0.875,0,none,63
13,14,0.815,0.655,179.13,0.6434,60.861,30.508,41.847,98.368,0.131,490.965,0.962,0,none,62
13,15,0.815,0.655,179.13,0.6445,59.986,30.194,41.155,100.042,0.1476,498.362,0.464,0,none,61
13,16,0.815,0.655,179.13,0.6873,60.168,29.737,42.394,98.758,0.1487,494.519,0.236,0,none,60
13,17,0.815,0.655,179.13,0.6686,60.261,30.045,41.923,100.019,0.1648,502.694,0.214,0,none,59
13,18,0.815,0.655,179.13,0.6618,61.202,29.368,41.812,101.351,0.1649,493.346,0.599,0,none,58
13,19,0.815,0.655,179.13,0.6464,60.926,28.333,42.128,99.749,0.1837,500.984,0.909,0,none,57
13,20,0.815,0.655,179.13,0.6621,60.556,28.13,41.801,100.534,0.2009,495.742,0.62,0,none,56
13,21,0.815,0.655,179.13,0.7101,60.874,28.134,41.433,99.716,0.2159,496.628,0.266,0,none,55
13,22,0.815,0.655,179.13,0.7058,60.762,27.982,41.212,99.43,0.2082,500.17,0.461,0,none,54
13,23,0.815,0.655,179.13,0.7062,60.375,27.291,41.572,99.578,0.2169,503.967,0.052,0,none,53
13,24,0.815,0.655,179.13,0.7538,60.174,27.991,42.992,100.342,0.2394,496.99,0.292,0,none,52
13,25,0.815,0.655,179.13,0.7373,60.292,27.744,42.608,100.767,0.2568,499.31,0.048,0,none,51
13,26,0.815,0.655,179.13,0.7664,59.817,28.101,42.655,101.705,0.2489,504.88,0.321,0,none,50
13,27,0.815,0.655,179.13,0.798,60.463,28.196,41.71,99.731,0.2699,507.937,0.31,0,none,49
13,28,0.815,0.655,179.13,0.7859,60.685,28.639,42.862,101.515,0.2838,498.133,0.882,0,none,48
13,29,0.815,0.655,179.13,0.78,59.27,28.684,43.21,97.869,0.3018,505.181,0.956,0,none,47
13,30,0.815,0.655,179.13,0.7523,60.973,29.481,43.214,99.289,0.2962,497.945,0.66,0,none,46
13,31,0.815,0.655,179.13,0.8304,59.914,29.793,42.787,100.145,0.3221,488.772,0.436,0,none,45
13,32,0.815,0.655,179.13,0.8341,60.907,30.283,42.509,99.516,0.3284,494.744,0.157,0,none,44
13,33,0.815,0.655,179.13,0.7794,60.267,30.388,44.2,100.859,0.3275,503.36,0.622,0,none,43
13,34,0.815,0.655,179.13,0.8501,60.993,30.616,42.649,99.254,0.3334,503.767,0.28,0,none,42
13,35,0.815,0.655,179.13,0.8377,60.71,30.897,43.308,100.542,0.3478,496.777,0.748,0,none,41
13,36,0.815,0.655,179.13,0.8863,60.825,31.539,44.85,98.944,0.3565,493.838,0.586,0,none,40
13,37,0.815,0.655,179.13,0.889,60.072,32.438,43.445,100.73,0.387,488.428,0.664,0,none,39
13,38,0.815,0.655,179.13,0.8702,61.424,31.644,44.003,99.827,0.3864,499.682,0.878,0,none,38
13,39,0.815,0.655,179.13,0.861,61.165,32.012,42.98,96.879,0.3921,498.681,0.247,0,none,37
13,40,0.815,0.655,179.13,0.9006,61.145,32.305,44.346,100.273,0.39,499.986,0.155,0,none,36
13,41,0.815,0.655,179.13,0.8993,60.581,31.545,45.088,98.916,0.4101,495.986,0.183,0,none,35
13,42,0.815,0.655,179.13,0.958,61.352,32.202,44.396,101.168,0.4128,496.778,0.648,0,none,34
13,43,0.815,0.655,179.13,0.8752,60.1,31.753,44.412,100.502,0.4266,495.578,0.592,0,none,33
13,44,0.815,0.655,179.13,0.9482,60.742,31.204,44.629,99.812,0.439,498.931,0.72,0,none,32
13,45,0.815,0.655,179.13,0.9694,60.816,31.055,44.538,98.616,0.4518,497.928,0.572,0,none,31
13,46,0.815,0.655,179.13,0.9808,60.967,30.292,43.323,99.832,0.4567,501.952,0.283,0,none,30
13,47,0.815,0.655,179.13,0.9669,61.937,29.913,44.675,98.75,0.4761,501.99,0.626,0,none,29
13,48,0.815,0.655,179.13,0.9638,61.143,29.429,45.232,100.151,0.483,496.087,0.443,0,none,28
13,49,0.815,0.655,179.13,1.0041,61.647,29.442,44.74,100.543,0.4907,506.593,0.462,0,none,27
13,50,0.815,0.655,179.13,1.0152,60.129,28.73,45.784,101.448,0.5094,499.119,0.86,0,none,26
13,51,0.815,0.655,179.13,1.0117,60.179,28.512,45.047,98.38,0.5073,504.366,0.75,0,none,25
13,52,0.815,0.655,179.13,1.0189,60.579,28.347,44.461,99.512,0.5056,503.47,0.228,0,none,24
13,53,0.815,0.655,179.13,1.0443,61.142,28.378,45.319,97.612,0.5418,510.35,0.486,0,none,23
13,54,0.815,0.655,179.13,1.0136,61.09,28.092,46.073,100.36,0.535,495.244,0.518,0,none,22
13,55,0.815,0.655,179.13,1.0432,60.812,27.779,44.642,98.628,0.5479,507.119,0.171,0,none,21
13,56,0.815,0.655,179.13,1.0614,60.247,28.141,45.076,101.711,0.5652,498.001,0.895,0,none,20
13,57,0.815,0.655,179.13,1.0551,61.059,28.154,45.405,99.925,0.5498,502.744,0.473,0,none,19
13,58,0.815,0.655,179.13,1.0995,61.309,28.122,46.749,100.087,0.5696,504.284,0.163,0,none,18
13,59,0.815,0.655,179.13,1.098,61.361,28.709,45.791,100.384,0.5871,503.21,0.552,0,none,17
13,60,0.815,0.655,179.13,1.0913,62.061,28.697,45.698,99.552,0.5879,488.959,0.321,0,none,16
13,61,0.815,0.655,179.13,1.1054,61.271,29.384,46.072,99.617,0.6062,503.58,0.095,0,none,15
13,62,0.815,0.655,179.13,1.1316,61.946,29.48,46.249,100.338,0.6101,500.102,0.545,0,none,14
13,63,0.815,0.655,179.13,1.1007,61.318,30.051,46.545,100.755,0.6176,499.868,0.978,0,none,13
13,64,0.815,0.655,179.13,1.1391,60.663,30.88,45.722,99.804,0.6296,502.852,0.041,0,none,12
13,65,0.815,0.655,179.13,1.1434,61.783,30.637,45.548,100.258,0.6441,499.071,0.989,0,none,11
13,66,0.815,0.655,179.13,1.1621,61.161,31.372,46.56,100.205,0.6438,509.442,0.068,0,none,10
13,67,0.815,0.655,179.13,1.1667,61.053,31.296,46.308,100.601,0.6559,501.821,0.862,0,none,9
13,68,0.815,0.655,179.13,1.1806,61.709,31.349,46.458,100.457,0.701,499.31,0.694,0,none,8
13,69,0.815,0.655,179.13,1.2018,62.788,31.17,46.735,98.301,0.7085,498.691,0.941,0,none,7
13,70,0.815,0.655,179.13,1.1943,61.347,32.911,46.871,100.51,0.6935,501.476,0.704,0,none,6
13,71,0.815,0.655,179.13,1.2052,62.376,31.344,47.066,101.192,0.7088,488.309,0.579,0,none,5
